OID,RouteId,BeginPoint,EndPoint,LANE_WIDTHVn,LANE_WIDTHVt,LANE_WIDTHVd,LANE_WIDTHComments,Shape_Length
-1,10991000062BYINC,3.312200000000000,4.530200000000000,12.000000000000000,,,GA0990288-01,0.019853877529657
-1,1000100002100INC,81.359200000000001,82.936000000000007,12.000000000000000,,,GA1650211-01,0.024801348842531
-1,1069200071405INC,0.823600000000000,1.232800000000000,10.000000000000000,,,GA0690356-01,0.005941617711881
-1,1059200047800INC,4.227400000000000,4.265900000000000,10.000000000000000,,,GA0590181-01,0.000571874276955
-1,1185200151713INC,1.649300000000000,1.721900000000000,10.000000000000000,,,GA1850417-01,0.001074055091314
-1,1047200001000INC,1.426800000000000,1.696200000000000,10.000000000000000,,,GA0470209-01,0.004028327086437
-1,1000100020100INC,15.280400000000000,15.358499999999999,12.000000000000000,,,GA3130145-02,0.001135927404429
-1,1000100001000INC,70.764799999999994,71.564300000000003,12.000000000000000,,,GA0590065-01,0.013251508601153
-1,1121200131609INC,0.175500000000000,0.764600000000000,10.000000000000000,,,GA1210789-01,0.009620967106065
-1,1000100003000INC,174.901900000000012,175.685399999999987,12.000000000000000,,,GA1090121-01,0.013366460825001
-1,1000100000100INC,199.194500000000005,200.853399999999993,12.000000000000000,,,GA2850043-01,0.024565810440151
-1,1000100006000INC,12.932399999999999,13.985400000000000,12.000000000000000,,,GA1390307-01,0.015713490874066
-1,1095200054401INC,2.573900000000000,2.634500000000000,10.000000000000000,,,GA0950538-01,0.001027797004489
-1,1000100054000INC,193.989399999999989,200.313700000000011,12.000000000000000,,,GA2450001-01,0.106430982974783
-1,1215200009800INC,3.979600000000000,4.019500000000000,10.000000000000000,,,GA2150665-01,0.000583699899346
-1,1051200088807INC,1.100200000000000,1.594900000000000,10.000000000000000,,,GA0510723-01,0.007306827137155
-1,1000100030000INC,71.423599999999993,72.576999999999998,12.000000000000000,,,GA0950212-01,0.018360744991875
-1,1153200056715INC,0.827700000000000,1.974200000000000,10.000000000000000,,,GA1530429-01,0.019435579168154
-1,1021200007100INC,3.323100000000000,3.963100000000000,10.000000000000000,,,GA0210485-01,0.009707440895456
-1,1000100012200INC,45.999699999999997,47.513100000000001,12.000000000000000,,,GA1850193-02,0.025495049471095
-1,1215200222500INC,0.000000000000000,0.029900000000000,10.000000000000000,,,GA2150147-01,0.000452391483069
-1,1000100040300INC,18.093699999999998,18.441199999999998,12.000000000000000,,,GA2850236-01,0.005444177147277
-1,1000100000300INC,47.095799999999997,51.093000000000004,12.000000000000000,,,GA2050263-02,0.058989837791768
-1,1115200063900INC,4.866000000000000,5.335700000000000,10.000000000000000,,,GA1150281-01,0.007892387402092
-1,1000100002400INC,83.009600000000006,90.822999999999993,11.000000000000000,,,GA0330155-01,0.133113479535364
-1,1000100005300INC,127.572400000000002,128.021999999999991,12.000000000000000,,,GA1390285-01,0.006925856170186
-1,10871000038BUINC,0.178500000000000,0.224600000000000,12.000000000000000,,,GA0870365-02,0.000775842714884
-1,1127200041601INC,0.000000000000000,0.152800000000000,10.000000000000000,,,GA1270603-01,0.002546449608932
-1,1000100008500INC,7.184200000000000,8.549799999999999,12.000000000000000,,,GA2150167-01,0.023174798489627
-1,1067200283500INC,2.777400000000000,3.512600000000000,10.000000000000000,,,GA0672341-01,0.012679945104244
-1,1000100041300INC,0.000000000000000,0.630200000000000,12.000000000000000,,,GA1510446-01,0.009373956709574
-1,1215200051800INC,0.119100000000000,0.328300000000000,10.000000000000000,,,GA2150774-01,0.003576794313997
-1,1000100001500INC,326.757000000000005,327.523700000000019,11.000000000000000,,,GA2410025-01,0.012540159789049
-1,1000100008500INC,15.102800000000000,15.972600000000000,12.000000000000000,,,GA1450145-02,0.012630504222013
-1,1139100034700INC,1.767800000000000,1.779800000000000,12.000000000000000,,,GA1390401-08,0.000196974709249
-1,1059200001800INC,0.754200000000000,3.014400000000000,10.000000000000000,,,GA0590556-01,0.037285932539243
-1,1000100040100INC,327.261099999999999,328.200699999999983,12.000000000000000,,,GA3130103-01,0.013800710569692
